State,City,Average Summer Temp(F),Average Winter Temp (F),Average Annual Temp (F),Average Annual Precipitation (in.),Average Annual Clear Days (Days),Average Humidity Morn­ing (%),Average Humidity After­noon (%),Average Yearly Snowfall (Days),Average Yearly Snowfall (in.)
Montana,Anaconda,64.2,21.2,42.7,15.3,82,71,45,32.9,38.1
Montana,Augusta,64.2,21.2,42.7,15.3,82,71,45,32.9,38.1
Montana,Babb,64.2,21.2,42.7,15.3,82,71,45,32.9,38.1
Montana,Baker,64.2,21.2,42.7,15.3,82,71,45,32.9,38.1
Montana,Ballantine,64.2,21.2,42.7,15.3,82,71,45,32.9,38.1
Montana,Belgrade,64.2,21.2,42.7,15.3,82,71,45,32.9,38.1
Montana,Biddle,64.2,21.2,42.7,15.3,82,71,45,32.9,38.1
Montana,Big Sandy,64.2,21.2,42.7,15.3,82,71,45,32.9,38.1
Montana,Big Sky,64.2,21.2,42.7,15.3,82,71,45,32.9,38.1
Montana,Big Timber,64.2,21.2,42.7,15.3,82,71,45,32.9,38.1
Montana,Bigfork,64.2,21.2,42.7,15.3,82,71,45,32.9,38.1
Montana,Billings,64.2,21.2,42.7,15.3,82,71,45,32.9,38.1
Montana,Birney,64.2,21.2,42.7,15.3,82,71,45,32.9,38.1
Montana,Bloomfield,64.2,21.2,42.7,15.3,82,71,45,32.9,38.1
Montana,Boulder,64.2,21.2,42.7,15.3,82,71,45,32.9,38.1
Montana,Bozeman,64.2,21.2,42.7,15.3,82,71,45,32.9,38.1
Montana,Bridger,64.2,21.2,42.7,15.3,82,71,45,32.9,38.1
Montana,Broadus,64.2,21.2,42.7,15.3,82,71,45,32.9,38.1
Montana,Broadview,64.2,21.2,42.7,15.3,82,71,45,32.9,38.1
Montana,Brockway,64.2,21.2,42.7,15.3,82,71,45,32.9,38.1
Montana,Busby,64.2,21.2,42.7,15.3,82,71,45,32.9,38.1
Montana,Butte,64.2,21.2,42.7,15.3,82,71,45,32.9,38.1
Montana,Bynum,64.2,21.2,42.7,15.3,82,71,45,32.9,38.1
Montana,Cascade,64.2,21.2,42.7,15.3,82,71,45,32.9,38.1
Montana,Chester,64.2,21.2,42.7,15.3,82,71,45,32.9,38.1
Montana,Chinook,64.2,21.2,42.7,15.3,82,71,45,32.9,38.1
Montana,Choteau,64.2,21.2,42.7,15.3,82,71,45,32.9,38.1
Montana,Circle,64.2,21.2,42.7,15.3,82,71,45,32.9,38.1
Montana,Cohagen,64.2,21.2,42.7,15.3,82,71,45,32.9,38.1
Montana,Colstrip,64.2,21.2,42.7,15.3,82,71,45,32.9,38.1
Montana,Columbus,64.2,21.2,42.7,15.3,82,71,45,32.9,38.1
Montana,Conrad,64.2,21.2,42.7,15.3,82,71,45,32.9,38.1
Montana,Cooke City,64.2,21.2,42.7,15.3,82,71,45,32.9,38.1
Montana,Crow Agency,64.2,21.2,42.7,15.3,82,71,45,32.9,38.1
Montana,Culbertson,64.2,21.2,42.7,15.3,82,71,45,32.9,38.1
Montana,Cut Bank,64.2,21.2,42.7,15.3,82,71,45,32.9,38.1
Montana,Darby,64.2,21.2,42.7,15.3,82,71,45,32.9,38.1
Montana,Deer Lodge,64.2,21.2,42.7,15.3,82,71,45,32.9,38.1
Montana,Denton,64.2,21.2,42.7,15.3,82,71,45,32.9,38.1
Montana,Dillon,64.2,21.2,42.7,15.3,82,71,45,32.9,38.1
Montana,Divide,64.2,21.2,42.7,15.3,82,71,45,32.9,38.1
Montana,Drummond,64.2,21.2,42.7,15.3,82,71,45,32.9,38.1
Montana,Ekalaka,64.2,21.2,42.7,15.3,82,71,45,32.9,38.1
Montana,Elliston,64.2,21.2,42.7,15.3,82,71,45,32.9,38.1
Montana,Ennis,64.2,21.2,42.7,15.3,82,71,45,32.9,38.1
Montana,Essex,64.2,21.2,42.7,15.3,82,71,45,32.9,38.1
Montana,Eureka,64.2,21.2,42.7,15.3,82,71,45,32.9,38.1
Montana,Fairfield,64.2,21.2,42.7,15.3,82,71,45,32.9,38.1
Montana,Fishtail,64.2,21.2,42.7,15.3,82,71,45,32.9,38.1
Montana,Floweree,64.2,21.2,42.7,15.3,82,71,45,32.9,38.1
Montana,Forsyth,64.2,21.2,42.7,15.3,82,71,45,32.9,38.1
Montana,Fort Benton,64.2,21.2,42.7,15.3,82,71,45,32.9,38.1
Montana,Fort Peck,64.2,21.2,42.7,15.3,82,71,45,32.9,38.1
Montana,Fortine,64.2,21.2,42.7,15.3,82,71,45,32.9,38.1
Montana,Frazer,64.2,21.2,42.7,15.3,82,71,45,32.9,38.1
Montana,Galata,64.2,21.2,42.7,15.3,82,71,45,32.9,38.1
Montana,Gardiner,64.2,21.2,42.7,15.3,82,71,45,32.9,38.1
Montana,Geraldine,64.2,21.2,42.7,15.3,82,71,45,32.9,38.1
Montana,Gildford,64.2,21.2,42.7,15.3,82,71,45,32.9,38.1
Montana,Glasgow,64.2,21.2,42.7,15.3,82,71,45,32.9,38.1
Montana,Glen,64.2,21.2,42.7,15.3,82,71,45,32.9,38.1
Montana,Glendive,64.2,21.2,42.7,15.3,82,71,45,32.9,38.1
Montana,Grass Range,64.2,21.2,42.7,15.3,82,71,45,32.9,38.1
Montana,Great Falls,64.2,21.2,42.7,15.3,82,71,45,32.9,38.1
Montana,Hamilton,64.2,21.2,42.7,15.3,82,71,45,32.9,38.1
Montana,Hammond,64.2,21.2,42.7,15.3,82,71,45,32.9,38.1
Montana,Hardin,64.2,21.2,42.7,15.3,82,71,45,32.9,38.1
Montana,Harlem,64.2,21.2,42.7,15.3,82,71,45,32.9,38.1
Montana,Harlowton,64.2,21.2,42.7,15.3,82,71,45,32.9,38.1
Montana,Haugan,64.2,21.2,42.7,15.3,82,71,45,32.9,38.1
Montana,Havre,64.2,21.2,42.7,15.3,82,71,45,32.9,38.1
Montana,Helena,64.2,21.2,42.7,15.3,82,71,45,32.9,38.1
Montana,Helmville,64.2,21.2,42.7,15.3,82,71,45,32.9,38.1
Montana,Heron,64.2,21.2,42.7,15.3,82,71,45,32.9,38.1
Montana,Highwood,64.2,21.2,42.7,15.3,82,71,45,32.9,38.1
Montana,Hinsdale,64.2,21.2,42.7,15.3,82,71,45,32.9,38.1
Montana,Hot Springs,64.2,21.2,42.7,15.3,82,71,45,32.9,38.1
Montana,Hungry Horse,64.2,21.2,42.7,15.3,82,71,45,32.9,38.1
Montana,Huntley,64.2,21.2,42.7,15.3,82,71,45,32.9,38.1
Montana,Hysham,64.2,21.2,42.7,15.3,82,71,45,32.9,38.1
Montana,Ingomar,64.2,21.2,42.7,15.3,82,71,45,32.9,38.1
Montana,Jackson,64.2,21.2,42.7,15.3,82,71,45,32.9,38.1
Montana,Joliet,64.2,21.2,42.7,15.3,82,71,45,32.9,38.1
Montana,Joplin,64.2,21.2,42.7,15.3,82,71,45,32.9,38.1
Montana,Jordan,64.2,21.2,42.7,15.3,82,71,45,32.9,38.1
Montana,Kalispell,64.2,21.2,42.7,15.3,82,71,45,32.9,38.1
Montana,Lame Deer,64.2,21.2,42.7,15.3,82,71,45,32.9,38.1
Montana,Lewistown,64.2,21.2,42.7,15.3,82,71,45,32.9,38.1
Montana,Libby,64.2,21.2,42.7,15.3,82,71,45,32.9,38.1
Montana,Lima,64.2,21.2,42.7,15.3,82,71,45,32.9,38.1
Montana,Lincoln,64.2,21.2,42.7,15.3,82,71,45,32.9,38.1
Montana,Livingston,64.2,21.2,42.7,15.3,82,71,45,32.9,38.1
Montana,Loma,64.2,21.2,42.7,15.3,82,71,45,32.9,38.1
Montana,Malta,64.2,21.2,42.7,15.3,82,71,45,32.9,38.1
Montana,Manhattan,64.2,21.2,42.7,15.3,82,71,45,32.9,38.1
Montana,Marion,64.2,21.2,42.7,15.3,82,71,45,32.9,38.1
Montana,Martin City,64.2,21.2,42.7,15.3,82,71,45,32.9,38.1
Montana,Martinsdale,64.2,21.2,42.7,15.3,82,71,45,32.9,38.1
Montana,Medicine Lake,64.2,21.2,42.7,15.3,82,71,45,32.9,38.1
Montana,Melstone,64.2,21.2,42.7,15.3,82,71,45,32.9,38.1
Montana,Melville,64.2,21.2,42.7,15.3,82,71,45,32.9,38.1
Montana,Mildred,64.2,21.2,42.7,15.3,82,71,45,32.9,38.1
Montana,Miles City,64.2,21.2,42.7,15.3,82,71,45,32.9,38.1
Montana,Missoula,64.2,21.2,42.7,15.3,82,71,45,32.9,38.1
Montana,Moccasin,64.2,21.2,42.7,15.3,82,71,45,32.9,38.1
Montana,Mosby,64.2,21.2,42.7,15.3,82,71,45,32.9,38.1
Montana,Neihart,64.2,21.2,42.7,15.3,82,71,45,32.9,38.1
Montana,Norris,64.2,21.2,42.7,15.3,82,71,45,32.9,38.1
Montana,Nye,64.2,21.2,42.7,15.3,82,71,45,32.9,38.1
Montana,Olney,64.2,21.2,42.7,15.3,82,71,45,32.9,38.1
Montana,Opheim,64.2,21.2,42.7,15.3,82,71,45,32.9,38.1
Montana,Otter,64.2,21.2,42.7,15.3,82,71,45,32.9,38.1
Montana,Ovando,64.2,21.2,42.7,15.3,82,71,45,32.9,38.1
Montana,Park City,64.2,21.2,42.7,15.3,82,71,45,32.9,38.1
Montana,Philipsburg,64.2,21.2,42.7,15.3,82,71,45,32.9,38.1
Montana,Plentywood,64.2,21.2,42.7,15.3,82,71,45,32.9,38.1
Montana,Plevna,64.2,21.2,42.7,15.3,82,71,45,32.9,38.1
Montana,Polebridge,64.2,21.2,42.7,15.3,82,71,45,32.9,38.1
Montana,Polson,64.2,21.2,42.7,15.3,82,71,45,32.9,38.1
Montana,Pony,64.2,21.2,42.7,15.3,82,71,45,32.9,38.1
Montana,Poplar,64.2,21.2,42.7,15.3,82,71,45,32.9,38.1
Montana,Powderville,64.2,21.2,42.7,15.3,82,71,45,32.9,38.1
Montana,Rapelje,64.2,21.2,42.7,15.3,82,71,45,32.9,38.1
Montana,Raymond,64.2,21.2,42.7,15.3,82,71,45,32.9,38.1
Montana,Raynesford,64.2,21.2,42.7,15.3,82,71,45,32.9,38.1
Montana,Red Lodge,64.2,21.2,42.7,15.3,82,71,45,32.9,38.1
Montana,Redstone,64.2,21.2,42.7,15.3,82,71,45,32.9,38.1
Montana,Ronan,64.2,21.2,42.7,15.3,82,71,45,32.9,38.1
Montana,Roundup,64.2,21.2,42.7,15.3,82,71,45,32.9,38.1
Montana,Roy,64.2,21.2,42.7,15.3,82,71,45,32.9,38.1
Montana,Ryegate,64.2,21.2,42.7,15.3,82,71,45,32.9,38.1
Montana,Saco,64.2,21.2,42.7,15.3,82,71,45,32.9,38.1
Montana,Saint Regis,64.2,21.2,42.7,15.3,82,71,45,32.9,38.1
Montana,Savage,64.2,21.2,42.7,15.3,82,71,45,32.9,38.1
Montana,Scobey,64.2,21.2,42.7,15.3,82,71,45,32.9,38.1
Montana,Seeley Lake,64.2,21.2,42.7,15.3,82,71,45,32.9,38.1
Montana,Shelby,64.2,21.2,42.7,15.3,82,71,45,32.9,38.1
Montana,Sheridan,64.2,21.2,42.7,15.3,82,71,45,32.9,38.1
Montana,Sidney,64.2,21.2,42.7,15.3,82,71,45,32.9,38.1
Montana,Stanford,64.2,21.2,42.7,15.3,82,71,45,32.9,38.1
Montana,Stevensville,64.2,21.2,42.7,15.3,82,71,45,32.9,38.1
Montana,Sula,64.2,21.2,42.7,15.3,82,71,45,32.9,38.1
Montana,Sun River,64.2,21.2,42.7,15.3,82,71,45,32.9,38.1
Montana,Sunburst,64.2,21.2,42.7,15.3,82,71,45,32.9,38.1
Montana,Superior,64.2,21.2,42.7,15.3,82,71,45,32.9,38.1
Montana,Sweet Grass,64.2,21.2,42.7,15.3,82,71,45,32.9,38.1
Montana,Terry,64.2,21.2,42.7,15.3,82,71,45,32.9,38.1
Montana,Townsend,64.2,21.2,42.7,15.3,82,71,45,32.9,38.1
Montana,Trout Creek,64.2,21.2,42.7,15.3,82,71,45,32.9,38.1
Montana,Troy,64.2,21.2,42.7,15.3,82,71,45,32.9,38.1
Montana,Turner,64.2,21.2,42.7,15.3,82,71,45,32.9,38.1
Montana,Twin Bridges,64.2,21.2,42.7,15.3,82,71,45,32.9,38.1
Montana,Valier,64.2,21.2,42.7,15.3,82,71,45,32.9,38.1
Montana,Vida,64.2,21.2,42.7,15.3,82,71,45,32.9,38.1
Montana,Virginia City,64.2,21.2,42.7,15.3,82,71,45,32.9,38.1
Montana,West Glacier,64.2,21.2,42.7,15.3,82,71,45,32.9,38.1
Montana,West Yellowstone,64.2,21.2,42.7,15.3,82,71,45,32.9,38.1
Montana,Westby,64.2,21.2,42.7,15.3,82,71,45,32.9,38.1
Montana,White Sulphur Springs,64.2,21.2,42.7,15.3,82,71,45,32.9,38.1
Montana,Whitefish,64.2,21.2,42.7,15.3,82,71,45,32.9,38.1
Montana,Wibaux,64.2,21.2,42.7,15.3,82,71,45,32.9,38.1
Montana,Wilsall,64.2,21.2,42.7,15.3,82,71,45,32.9,38.1
Montana,Winifred,64.2,21.2,42.7,15.3,82,71,45,32.9,38.1
Montana,Wisdom,64.2,21.2,42.7,15.3,82,71,45,32.9,38.1
Montana,Wolf Point,64.2,21.2,42.7,15.3,82,71,45,32.9,38.1
Montana,Worden,64.2,21.2,42.7,15.3,82,71,45,32.9,38.1
Montana,Wyola,64.2,21.2,42.7,15.3,82,71,45,32.9,38.1
Montana,Yellowtail,64.2,21.2,42.7,15.3,82,71,45,32.9,38.1
Montana,Zortman,64.2,21.2,42.7,15.3,82,71,45,32.9,38.1
Nebraska,Ainsworth,71.8,25.7,48.8,23.6,117,82,53,18.3,25.9
Nebraska,Albion,71.8,25.7,48.8,23.6,117,82,53,18.3,25.9
Nebraska,Alliance,71.8,25.7,48.8,23.6,117,82,53,18.3,25.9
Nebraska,Amelia,71.8,25.7,48.8,23.6,117,82,53,18.3,25.9
Nebraska,Anselmo,71.8,25.7,48.8,23.6,117,82,53,18.3,25.9
Nebraska,Arnold,71.8,25.7,48.8,23.6,117,82,53,18.3,25.9
Nebraska,Arthur,71.8,25.7,48.8,23.6,117,82,53,18.3,25.9
Nebraska,Ashland,71.8,25.7,48.8,23.6,117,82,53,18.3,25.9
Nebraska,Atkinson,71.8,25.7,48.8,23.6,117,82,53,18.3,25.9
Nebraska,Auburn,71.8,25.7,48.8,23.6,117,82,53,18.3,25.9
Nebraska,Aurora,71.8,25.7,48.8,23.6,117,82,53,18.3,25.9
Nebraska,Bartlett,71.8,25.7,48.8,23.6,117,82,53,18.3,25.9
Nebraska,Beatrice,71.8,25.7,48.8,23.6,117,82,53,18.3,25.9
Nebraska,Beaver City,71.8,25.7,48.8,23.6,117,82,53,18.3,25.9
Nebraska,Benkelman,71.8,25.7,48.8,23.6,117,82,53,18.3,25.9
Nebraska,Big Springs,71.8,25.7,48.8,23.6,117,82,53,18.3,25.9
Nebraska,Blair,71.8,25.7,48.8,23.6,117,82,53,18.3,25.9
Nebraska,Brewster,71.8,25.7,48.8,23.6,117,82,53,18.3,25.9
Nebraska,Bridgeport,71.8,25.7,48.8,23.6,117,82,53,18.3,25.9
Nebraska,Broadwater,71.8,25.7,48.8,23.6,117,82,53,18.3,25.9
Nebraska,Broken Bow,71.8,25.7,48.8,23.6,117,82,53,18.3,25.9
Nebraska,Brownville,71.8,25.7,48.8,23.6,117,82,53,18.3,25.9
Nebraska,Burwell,71.8,25.7,48.8,23.6,117,82,53,18.3,25.9
Nebraska,Butte,71.8,25.7,48.8,23.6,117,82,53,18.3,25.9
Nebraska,Cambridge,71.8,25.7,48.8,23.6,117,82,53,18.3,25.9
Nebraska,Central City,71.8,25.7,48.8,23.6,117,82,53,18.3,25.9
Nebraska,Chadron,71.8,25.7,48.8,23.6,117,82,53,18.3,25.9
Nebraska,Chambers,71.8,25.7,48.8,23.6,117,82,53,18.3,25.9
Nebraska,Chappell,71.8,25.7,48.8,23.6,117,82,53,18.3,25.9
Nebraska,Clarkson,71.8,25.7,48.8,23.6,117,82,53,18.3,25.9
Nebraska,Clay Center,71.8,25.7,48.8,23.6,117,82,53,18.3,25.9
Nebraska,Columbus,71.8,25.7,48.8,23.6,117,82,53,18.3,25.9
Nebraska,Comstock,71.8,25.7,48.8,23.6,117,82,53,18.3,25.9
Nebraska,Concord,71.8,25.7,48.8,23.6,117,82,53,18.3,25.9
Nebraska,Crawford,71.8,25.7,48.8,23.6,117,82,53,18.3,25.9
Nebraska,Creighton,71.8,25.7,48.8,23.6,117,82,53,18.3,25.9
Nebraska,Crete,71.8,25.7,48.8,23.6,117,82,53,18.3,25.9
Nebraska,Crofton,71.8,25.7,48.8,23.6,117,82,53,18.3,25.9
Nebraska,Culbertson,71.8,25.7,48.8,23.6,117,82,53,18.3,25.9
Nebraska,Curtis,71.8,25.7,48.8,23.6,117,82,53,18.3,25.9
Nebraska,Dalton,71.8,25.7,48.8,23.6,117,82,53,18.3,25.9
Nebraska,David City,71.8,25.7,48.8,23.6,117,82,53,18.3,25.9
Nebraska,Denton,71.8,25.7,48.8,23.6,117,82,53,18.3,25.9
Nebraska,Elgin,71.8,25.7,48.8,23.6,117,82,53,18.3,25.9
Nebraska,Elsmere,71.8,25.7,48.8,23.6,117,82,53,18.3,25.9
Nebraska,Enders,71.8,25.7,48.8,23.6,117,82,53,18.3,25.9
Nebraska,Ericson,71.8,25.7,48.8,23.6,117,82,53,18.3,25.9
Nebraska,Eustis,71.8,25.7,48.8,23.6,117,82,53,18.3,25.9
Nebraska,Ewing,71.8,25.7,48.8,23.6,117,82,53,18.3,25.9
Nebraska,Fairbury,71.8,25.7,48.8,23.6,117,82,53,18.3,25.9
Nebraska,Fairmont,71.8,25.7,48.8,23.6,117,82,53,18.3,25.9
Nebraska,Falls City,71.8,25.7,48.8,23.6,117,82,53,18.3,25.9
Nebraska,Franklin,71.8,25.7,48.8,23.6,117,82,53,18.3,25.9
Nebraska,Fremont,71.8,25.7,48.8,23.6,117,82,53,18.3,25.9
Nebraska,Friend,71.8,25.7,48.8,23.6,117,82,53,18.3,25.9
Nebraska,Geneva,71.8,25.7,48.8,23.6,117,82,53,18.3,25.9
Nebraska,Genoa,71.8,25.7,48.8,23.6,117,82,53,18.3,25.9
Nebraska,Gordon,71.8,25.7,48.8,23.6,117,82,53,18.3,25.9
Nebraska,Gothenburg,71.8,25.7,48.8,23.6,117,82,53,18.3,25.9
Nebraska,Grand Island,71.8,25.7,48.8,23.6,117,82,53,18.3,25.9
Nebraska,Greeley,71.8,25.7,48.8,23.6,117,82,53,18.3,25.9
Nebraska,Haigler,71.8,25.7,48.8,23.6,117,82,53,18.3,25.9
Nebraska,Halsey,71.8,25.7,48.8,23.6,117,82,53,18.3,25.9
Nebraska,Harrisburg,71.8,25.7,48.8,23.6,117,82,53,18.3,25.9
Nebraska,Harrison,71.8,25.7,48.8,23.6,117,82,53,18.3,25.9
Nebraska,Hartington,71.8,25.7,48.8,23.6,117,82,53,18.3,25.9
Nebraska,Hastings,71.8,25.7,48.8,23.6,117,82,53,18.3,25.9
Nebraska,Hay Springs,71.8,25.7,48.8,23.6,117,82,53,18.3,25.9
Nebraska,Hayes Center,71.8,25.7,48.8,23.6,117,82,53,18.3,25.9
Nebraska,Hebron,71.8,25.7,48.8,23.6,117,82,53,18.3,25.9
Nebraska,Hemingford,71.8,25.7,48.8,23.6,117,82,53,18.3,25.9
Nebraska,Hershey,71.8,25.7,48.8,23.6,117,82,53,18.3,25.9
Nebraska,Holdrege,71.8,25.7,48.8,23.6,117,82,53,18.3,25.9
Nebraska,Howells,71.8,25.7,48.8,23.6,117,82,53,18.3,25.9
Nebraska,Hyannis,71.8,25.7,48.8,23.6,117,82,53,18.3,25.9
Nebraska,Imperial,71.8,25.7,48.8,23.6,117,82,53,18.3,25.9
Nebraska,Ithaca,71.8,25.7,48.8,23.6,117,82,53,18.3,25.9
Nebraska,Kearney,71.8,25.7,48.8,23.6,117,82,53,18.3,25.9
Nebraska,Kilgore,71.8,25.7,48.8,23.6,117,82,53,18.3,25.9
Nebraska,Kimball,71.8,25.7,48.8,23.6,117,82,53,18.3,25.9
Nebraska,Lewellen,71.8,25.7,48.8,23.6,117,82,53,18.3,25.9
Nebraska,Lexington,71.8,25.7,48.8,23.6,117,82,53,18.3,25.9
Nebraska,Lincoln,71.8,25.7,48.8,23.6,117,82,53,18.3,25.9
Nebraska,Lodgepole,71.8,25.7,48.8,23.6,117,82,53,18.3,25.9
Nebraska,Loup City,71.8,25.7,48.8,23.6,117,82,53,18.3,25.9
Nebraska,Lynch,71.8,25.7,48.8,23.6,117,82,53,18.3,25.9
Nebraska,Madison,71.8,25.7,48.8,23.6,117,82,53,18.3,25.9
Nebraska,Madrid,71.8,25.7,48.8,23.6,117,82,53,18.3,25.9
Nebraska,Malmo,71.8,25.7,48.8,23.6,117,82,53,18.3,25.9
Nebraska,Mason City,71.8,25.7,48.8,23.6,117,82,53,18.3,25.9
Nebraska,McCook,71.8,25.7,48.8,23.6,117,82,53,18.3,25.9
Nebraska,Mead,71.8,25.7,48.8,23.6,117,82,53,18.3,25.9
Nebraska,Merriman,71.8,25.7,48.8,23.6,117,82,53,18.3,25.9
Nebraska,Minden,71.8,25.7,48.8,23.6,117,82,53,18.3,25.9
Nebraska,Mitchell,71.8,25.7,48.8,23.6,117,82,53,18.3,25.9
Nebraska,Moorefield,71.8,25.7,48.8,23.6,117,82,53,18.3,25.9
Nebraska,Mullen,71.8,25.7,48.8,23.6,117,82,53,18.3,25.9
Nebraska,Nebraska City,71.8,25.7,48.8,23.6,117,82,53,18.3,25.9
Nebraska,Newport,71.8,25.7,48.8,23.6,117,82,53,18.3,25.9
Nebraska,Niobrara,71.8,25.7,48.8,23.6,117,82,53,18.3,25.9
Nebraska,Norfolk,71.8,25.7,48.8,23.6,117,82,53,18.3,25.9
Nebraska,North Loup,71.8,25.7,48.8,23.6,117,82,53,18.3,25.9
Nebraska,North Platte,71.8,25.7,48.8,23.6,117,82,53,18.3,25.9
Nebraska,O'neill,71.8,25.7,48.8,23.6,117,82,53,18.3,25.9
Nebraska,Oakdale,71.8,25.7,48.8,23.6,117,82,53,18.3,25.9
Nebraska,Oconto,71.8,25.7,48.8,23.6,117,82,53,18.3,25.9
Nebraska,Ogallala,71.8,25.7,48.8,23.6,117,82,53,18.3,25.9
Nebraska,Omaha,71.8,25.7,48.8,23.6,117,82,53,18.3,25.9
Nebraska,Omaha,71.8,25.7,48.8,23.6,117,82,53,18.3,25.9
Nebraska,Ord,71.8,25.7,48.8,23.6,117,82,53,18.3,25.9
Nebraska,Osceola,71.8,25.7,48.8,23.6,117,82,53,18.3,25.9
Nebraska,Oshkosh,71.8,25.7,48.8,23.6,117,82,53,18.3,25.9
Nebraska,Osmond,71.8,25.7,48.8,23.6,117,82,53,18.3,25.9
Nebraska,Overton,71.8,25.7,48.8,23.6,117,82,53,18.3,25.9
Nebraska,Oxford,71.8,25.7,48.8,23.6,117,82,53,18.3,25.9
Nebraska,Papillion,71.8,25.7,48.8,23.6,117,82,53,18.3,25.9
Nebraska,Pawnee City,71.8,25.7,48.8,23.6,117,82,53,18.3,25.9
Nebraska,Purdum,71.8,25.7,48.8,23.6,117,82,53,18.3,25.9
Nebraska,Ragan,71.8,25.7,48.8,23.6,117,82,53,18.3,25.9
Nebraska,Ravenna,71.8,25.7,48.8,23.6,117,82,53,18.3,25.9
Nebraska,Raymond,71.8,25.7,48.8,23.6,117,82,53,18.3,25.9
Nebraska,Red Cloud,71.8,25.7,48.8,23.6,117,82,53,18.3,25.9
Nebraska,Republican City,71.8,25.7,48.8,23.6,117,82,53,18.3,25.9
Nebraska,Rulo,71.8,25.7,48.8,23.6,117,82,53,18.3,25.9
Nebraska,Rushville,71.8,25.7,48.8,23.6,117,82,53,18.3,25.9
Nebraska,Saint Paul,71.8,25.7,48.8,23.6,117,82,53,18.3,25.9
Nebraska,Scottsbluff,71.8,25.7,48.8,23.6,117,82,53,18.3,25.9
Nebraska,Seward,71.8,25.7,48.8,23.6,117,82,53,18.3,25.9
Nebraska,Sidney,71.8,25.7,48.8,23.6,117,82,53,18.3,25.9
Nebraska,Springview,71.8,25.7,48.8,23.6,117,82,53,18.3,25.9
Nebraska,Stanton,71.8,25.7,48.8,23.6,117,82,53,18.3,25.9
Nebraska,Stapleton,71.8,25.7,48.8,23.6,117,82,53,18.3,25.9
Nebraska,Superior,71.8,25.7,48.8,23.6,117,82,53,18.3,25.9
Nebraska,Surprise,71.8,25.7,48.8,23.6,117,82,53,18.3,25.9
Nebraska,Syracuse,71.8,25.7,48.8,23.6,117,82,53,18.3,25.9
Nebraska,Table Rock,71.8,25.7,48.8,23.6,117,82,53,18.3,25.9
Nebraska,Taylor,71.8,25.7,48.8,23.6,117,82,53,18.3,25.9
Nebraska,Tecumseh,71.8,25.7,48.8,23.6,117,82,53,18.3,25.9
Nebraska,Tekamah,71.8,25.7,48.8,23.6,117,82,53,18.3,25.9
Nebraska,Trenton,71.8,25.7,48.8,23.6,117,82,53,18.3,25.9
Nebraska,Tryon,71.8,25.7,48.8,23.6,117,82,53,18.3,25.9
Nebraska,Valentine,71.8,25.7,48.8,23.6,117,82,53,18.3,25.9
Nebraska,Valley,71.8,25.7,48.8,23.6,117,82,53,18.3,25.9
Nebraska,Virginia,71.8,25.7,48.8,23.6,117,82,53,18.3,25.9
Nebraska,Wahoo,71.8,25.7,48.8,23.6,117,82,53,18.3,25.9
Nebraska,Wakefield,71.8,25.7,48.8,23.6,117,82,53,18.3,25.9
Nebraska,Wallace,71.8,25.7,48.8,23.6,117,82,53,18.3,25.9
Nebraska,Walthill,71.8,25.7,48.8,23.6,117,82,53,18.3,25.9
Nebraska,Wauneta,71.8,25.7,48.8,23.6,117,82,53,18.3,25.9
Nebraska,Wayne,71.8,25.7,48.8,23.6,117,82,53,18.3,25.9
Nebraska,Weeping Water,71.8,25.7,48.8,23.6,117,82,53,18.3,25.9
Nebraska,West Point,71.8,25.7,48.8,23.6,117,82,53,18.3,25.9
Nebraska,Whitman,71.8,25.7,48.8,23.6,117,82,53,18.3,25.9
Nebraska,York,71.8,25.7,48.8,23.6,117,82,53,18.3,25.9
Nevada,Alamo,69,32.2,49.9,9.5,158,71,32,16.3,21.8
Nevada,Amargosa Valley,69,32.2,49.9,9.5,158,71,32,16.3,21.8
Nevada,Austin,69,32.2,49.9,9.5,158,71,32,16.3,21.8
Nevada,Battle Mountain,69,32.2,49.9,9.5,158,71,32,16.3,21.8
Nevada,Beatty,69,32.2,49.9,9.5,158,71,32,16.3,21.8
Nevada,Boulder City,69,32.2,49.9,9.5,158,71,32,16.3,21.8
Nevada,Bunkerville,69,32.2,49.9,9.5,158,71,32,16.3,21.8
Nevada,Caliente,69,32.2,49.9,9.5,158,71,32,16.3,21.8
Nevada,Carlin,69,32.2,49.9,9.5,158,71,32,16.3,21.8
Nevada,Carson City,69,32.2,49.9,9.5,158,71,32,16.3,21.8
Nevada,Crescent Valley,69,32.2,49.9,9.5,158,71,32,16.3,21.8
Nevada,Deeth,69,32.2,49.9,9.5,158,71,32,16.3,21.8
Nevada,Denio,69,32.2,49.9,9.5,158,71,32,16.3,21.8
Nevada,Duckwater,69,32.2,49.9,9.5,158,71,32,16.3,21.8
Nevada,Dyer,69,32.2,49.9,9.5,158,71,32,16.3,21.8
Nevada,Elko,69,32.2,49.9,9.5,158,71,32,16.3,21.8
Nevada,Ely,69,32.2,49.9,9.5,158,71,32,16.3,21.8
Nevada,Eureka,69,32.2,49.9,9.5,158,71,32,16.3,21.8
Nevada,Fallon,69,32.2,49.9,9.5,158,71,32,16.3,21.8
Nevada,Gerlach,69,32.2,49.9,9.5,158,71,32,16.3,21.8
Nevada,Glenbrook,69,32.2,49.9,9.5,158,71,32,16.3,21.8
Nevada,Golconda,69,32.2,49.9,9.5,158,71,32,16.3,21.8
