"city";"state";"county";"countyFips";"latitude";"longitude";"population";"propertyValue";"minTemp";"maxTemp";"sunny";"humidity";"rain";"snow";"color"
"Hawley";"Minnesota";"Clay";27027;46.8766;-96.3178;2193;191479;4.1;77.6;95;66;27.3;54.0;"red"
"Haworth";"New Jersey";"Bergen";34003;40.9622;-73.9976;3464;644545;24.6;82.2;94;71;47.1;16.5;"blue"
"Haworth";"Oklahoma";"McCurtain";40089;33.8403;-94.6571;293;80780;27.5;91.3;139;63;36.5;7.8;"red"
"Hawthorn Woods";"Illinois";"Lake";17097;42.2315;-88.0622;8164;470190;19.5;82.8;95;70;39.2;24.6;"blue"
"Hawthorne";"California";"Los Angeles";6037;33.9147;-118.3476;88031;611375;42.6;79.8;146;69;22.2;0.0;"blue"
"Hawthorne";"New Jersey";"Passaic";34031;40.9579;-74.1582;18941;366869;24.6;82.2;94;71;47.1;16.5;"blue"
"Hayden";"Alabama";"Blount";1009;33.8818;-86.7838;1338;143253;36.6;89.6;99;68;58.3;1.6;"red"
"Hayden";"Colorado";"Routt";8107;40.4852;-107.2423;1874;251971;12.2;81.3;136;47;15.9;19.1;"blue"
"Hayden";"Idaho";"Kootenai";16055;47.7685;-116.801;14344;306486;17.2;81.6;120;54;18.9;19.2;"red"
"Hayesville";"North Carolina";"Clay";37043;35.0463;-83.8181;377;150320;30.9;84.8;109;67;50.3;7.6;"red"
"Hayfield";"Minnesota";"Dodge";27039;43.8903;-92.8471;1323;166880;4.1;77.6;95;66;27.3;54.0;"red"
"Hays";"Kansas";"Ellis";20051;38.8806;-99.3214;21027;194500;20.3;88.2;128;65;28.9;14.7;"red"
"Haysville";"Kansas";"Sedgwick";20173;37.5651;-97.3528;11245;119350;20.3;88.2;128;65;28.9;14.7;"red"
"Hayward";"California";"Alameda";6001;37.6327;-122.0776;158937;23255;43.0;73.0;146;69;18.0;0.0;"blue"
"Hayward";"Wisconsin";"Sawyer";55113;46.0094;-91.4826;2317;188516;10.4;77.8;89;71;32.6;50.9;"red"
"Hazel Crest";"Illinois";"Cook";17031;41.5732;-87.6899;13892;92077;19.5;82.8;95;70;39.2;24.6;"blue"
"Hazelton";"Idaho";"Jerome";16053;42.5952;-114.1363;793;153543;17.2;81.6;120;54;18.9;19.2;"red"
"Hazelwood";"Missouri";"St. Louis";29189;38.7932;-90.3901;25443;107464;23.2;86.6;115;67;42.2;17.0;"blue"
"Hazleton";"Iowa";"Buchanan";19019;42.6175;-91.9058;815;84966;13.5;82.8;105;67;34.0;34.9;"red"
"Hazleton";"Pennsylvania";"Luzerne";42079;40.9504;-75.9724;24659;56927;21.0;81.2;87;65;42.9;28.2;"red"
"Head of the Harbor";"New York";"Suffolk";36103;40.8981;-73.1624;1480;692194;17.9;78.5;63;71;41.8;123.8;"red"
"Healdsburg";"California";"Sonoma";6097;38.6229;-122.8651;11827;847716;42.6;79.8;146;69;22.2;0.0;"blue"
"Healdton";"Oklahoma";"Carter";40019;34.2335;-97.4868;2761;40004;27.5;91.3;139;63;36.5;7.8;"red"
"Heath";"Ohio";"Licking";39089;40.0241;-82.4412;10625;157492;22.6;81.9;72;68;39.1;27.5;"red"
"Heath";"Texas";"Rockwall";48397;32.8443;-96.4679;8440;458947;39.8;93.0;135;65;28.9;1.5;"red"
"Heavener";"Oklahoma";"Le Flore";40079;34.8919;-94.6075;3343;47576;27.5;91.3;139;63;36.5;7.8;"red"
"Heber Springs";"Arkansas";"Cleburne";5023;35.5003;-92.0339;7092;131259;31.0;89.9;123;67;50.6;5.2;"red"
"Hebron";"Illinois";"McHenry";17111;42.4646;-88.4343;1194;177762;19.5;82.8;95;70;39.2;24.6;"red"
"Hebron";"Indiana";"Porter";18127;41.325;-87.2024;3694;180696;21.4;83.1;88;70;41.7;25.9;"red"
"Hebron";"Maryland";"Wicomico";24045;38.4243;-75.6867;1095;168123;27.2;84.2;105;64;44.5;20.2;"red"
"Hebron";"Ohio";"Licking";39089;39.9644;-82.4898;2402;117128;22.6;81.9;72;68;39.1;27.5;"red"
"Hector";"Arkansas";"Pope";5115;35.4646;-92.9763;454;74380;31.0;89.9;123;67;50.6;5.2;"red"
"Hector";"Minnesota";"Renville";27129;44.7421;-94.7135;1061;81618;4.1;77.6;95;66;27.3;54.0;"red"
"Hedgesville";"West Virginia";"Berkeley";54003;39.5544;-77.9944;320;166261;22.6;81.1;60;71;45.2;62.0;"red"
"Heidelberg";"Pennsylvania";"Allegheny";42003;40.3915;-80.0923;1219;127048;21.0;81.2;87;65;42.9;28.2;"blue"
"Helen";"Georgia";"White";13311;34.7045;-83.7201;542;164436;28.0;85.0;112;68;68.6;0.7;"red"
"Helena";"Alabama";"Shelby";1117;33.2855;-86.8748;18673;184483;36.6;89.6;99;68;58.3;1.6;"red"
"Helena";"Montana";"Lewis and Clark";30049;46.5963;-112.0196;31169;233383;14.0;82.0;186;57;11.2;38.1;"red"
"Helena";"Ohio";"Sandusky";39143;41.3404;-83.2922;217;121879;22.6;81.9;72;68;39.1;27.5;"red"
"Hellertown";"Pennsylvania";"Northampton";42095;40.5811;-75.3378;5830;176473;21.0;81.2;87;65;42.9;28.2;"red"
"Helmetta";"New Jersey";"Middlesex";34023;40.3778;-74.4238;2213;236729;24.6;82.2;94;71;47.1;16.5;"blue"
"Helotes";"Texas";"Bexar";48029;29.5701;-98.6947;8758;245386;39.8;93.0;135;65;28.9;1.5;"blue"
"Hemby Bridge";"North Carolina";"Union";37179;35.1058;-80.6258;1712;162294;30.9;84.8;109;67;50.3;7.6;"red"
"Hemet";"California";"Riverside";6065;33.7352;-116.9946;84281;16155;42.6;79.8;146;69;22.2;0.0;"blue"
"Hempstead";"New York";"Nassau";36059;40.7043;-73.6193;55555;336517;17.9;78.5;63;71;41.8;123.8;"blue"
"Henagar";"Alabama";"DeKalb";1049;34.631;-85.7405;2339;96962;36.6;89.6;99;68;58.3;1.6;"red"
"Henderson";"Kentucky";"Henderson";21101;37.8402;-87.5786;28841;114644;28.0;86.0;93;67;44.8;12.8;"red"
"Henderson";"Maryland";"Caroline";24011;39.075;-75.7661;145;213730;27.2;84.2;105;64;44.5;20.2;"red"
"Henderson";"Nevada";"Clark";32003;36.0145;-115.0362;292969;71366;24.8;90.7;158;51;9.5;21.8;"blue"
"Henderson";"North Carolina";"Vance";37181;36.3259;-78.4155;15166;86228;25.0;87.0;109;67;44.6;2.7;"blue"
"Henderson";"Tennessee";"Chester";47023;35.4444;-88.6529;6551;81803;28.5;86.5;102;68;54.2;6.3;"red"
"Henderson";"Texas";"Rusk";48401;32.1576;-94.796;13416;114158;39.8;93.0;135;65;28.9;1.5;"red"
"Hendersonville";"North Carolina";"Henderson";37089;35.3239;-82.4579;13840;229562;30.9;84.8;109;67;50.3;7.6;"red"
"Hendersonville";"Tennessee";"Sumner";47165;36.3063;-86.5997;57050;280224;28.5;86.5;102;68;54.2;6.3;"red"
"Henning";"Minnesota";"Otter Tail";27111;46.3232;-95.4424;799;123466;4.1;77.6;95;66;27.3;54.0;"red"
"Henning";"Tennessee";"Lauderdale";47097;35.6818;-89.577;935;53994;28.5;86.5;102;68;54.2;6.3;"red"
"Henry";"Tennessee";"Henry";47079;36.2004;-88.4108;462;81228;28.5;86.5;102;68;54.2;6.3;"red"
"Henryetta";"Oklahoma";"Okmulgee";40111;35.4421;-95.9848;5764;56432;27.5;91.3;139;63;36.5;7.8;"red"
"Herculaneum";"Missouri";"Jefferson";29099;38.2573;-90.3934;3965;157748;23.2;86.6;115;67;42.2;17.0;"red"
"Hercules";"California";"Contra Costa";6013;38.0064;-122.2564;25360;606606;42.6;79.8;146;69;22.2;0.0;"blue"
"Herington";"Kansas";"Dickinson";20041;38.6872;-96.8635;2362;50151;20.3;88.2;128;65;28.9;14.7;"red"
"Heritage Creek";"Kentucky";"Jefferson";21111;38.0952;-85.6125;1124;165363;26.6;86.1;93;67;48.9;12.5;"blue"
"Herkimer";"New York";"Herkimer";36043;43.0282;-74.9928;7455;78691;17.9;78.5;63;71;41.8;123.8;"red"
"Hermantown";"Minnesota";"St. Louis";27137;46.8058;-92.2407;9451;242028;4.1;77.6;95;66;27.3;54.0;"blue"
"Hermiston";"Oregon";"Umatilla";41059;45.8329;-119.2859;17295;183629;29.0;76.7;68;72;27.4;3.0;"red"
"Hermitage";"Pennsylvania";"Mercer";42085;41.231;-80.4412;15867;117053;21.0;81.2;87;65;42.9;28.2;"red"
"Hermosa Beach";"California";"Los Angeles";6037;33.8654;-118.3966;19789;1696084;42.6;79.8;146;69;22.2;0.0;"blue"
"Hernando";"Mississippi";"DeSoto";28033;34.8496;-89.992;15631;194327;36.3;89.9;111;72;59.0;0.9;"red"
"Herndon";"Virginia";"Fairfax";51059;38.9699;-77.3867;24393;510743;28.0;84.3;100;68;44.3;10.3;"blue"
"Herriman";"Utah";"Salt Lake";49035;40.489;-112.0153;35385;411118;18.8;87.2;125;55;12.2;56.2;"blue"
"Herrin";"Illinois";"Williamson";17199;37.7984;-89.0304;12950;68910;19.5;82.8;95;70;39.2;24.6;"red"
"Herscher";"Illinois";"Kankakee";17091;41.0491;-88.1006;1544;117868;19.5;82.8;95;70;39.2;24.6;"red"
"Hesperia";"California";"San Bernardino";6071;34.3974;-117.3144;93724;258121;42.6;79.8;146;69;22.2;0.0;"blue"
"Hesperia";"Michigan";"Oceana";26127;43.5691;-86.0407;935;69496;15.0;76.6;71;72;32.8;51.1;"red"
"Hesston";"Kansas";"Harvey";20079;38.1403;-97.4266;3803;159672;20.3;88.2;128;65;28.9;14.7;"red"
"Hewitt";"Texas";"McLennan";48309;31.452;-97.1962;14322;180701;39.8;93.0;135;65;28.9;1.5;"red"
"Hewlett Harbor";"New York";"Nassau";36059;40.6327;-73.6842;1278;1185319;17.9;78.5;63;71;41.8;123.8;"blue"
"Heyburn";"Idaho";"Minidoka";16067;42.5598;-113.7618;3275;144575;17.2;81.6;120;54;18.9;19.2;"red"
"Heyworth";"Illinois";"McLean";17113;40.3153;-88.9778;2881;148029;19.5;82.8;95;70;39.2;24.6;"red"
"Hialeah";"Florida";"Miami-Dade";12086;25.8696;-80.3045;236387;32619;61.0;88.0;101;72;70.4;0.0;"blue"
"Hialeah Gardens";"Florida";"Miami-Dade";12086;25.888;-80.3573;23837;241811;49.8;90.2;101;72;54.5;0.0;"blue"
"Hiawassee";"Georgia";"Towns";13281;34.9501;-83.7529;916;191742;35.8;89.0;112;68;50.7;0.7;"red"
"Hiawatha";"Iowa";"Linn";19113;42.0518;-91.6899;7212;149439;13.5;82.8;105;67;34.0;34.9;"blue"
"Hibbing";"Minnesota";"St. Louis";27137;47.3981;-92.9487;16093;85628;-2.0;75.0;95;66;25.3;60.3;"blue"
"Hickman";"Nebraska";"Lancaster";31109;40.624;-96.6309;2139;225948;14.8;85.2;117;67;23.6;25.9;"blue"
"Hickory";"North Carolina";"Catawba";37035;35.7425;-81.323;40567;135803;30.0;86.0;109;67;46.3;7.7;"red"
"Hickory Creek";"Texas";"Denton";48121;33.1102;-97.0298;4222;333157;39.8;93.0;135;65;28.9;1.5;"red"
"Hickory Hills";"Illinois";"Cook";17031;41.7248;-87.8281;13992;205237;19.5;82.8;95;70;39.2;24.6;"blue"
"Hicksville";"Ohio";"Defiance";39039;41.2944;-84.7648;3442;87637;22.6;81.9;72;68;39.1;27.5;"red"
"Hidden Hills";"California";"Los Angeles";6037;34.1637;-118.6612;1925;3235048;42.6;79.8;146;69;22.2;0.0;"blue"
"High Bridge";"New Jersey";"Hunterdon";34019;40.6684;-74.8938;3541;236456;24.6;82.2;94;71;47.1;16.5;"red"
"High Point";"North Carolina";"Guilford";37081;35.9899;-79.9937;111223;21886;32.0;88.0;109;67;46.1;1.8;"blue"
"High Springs";"Florida";"Alachua";12001;29.808;-82.5956;5941;167030;49.8;90.2;101;72;54.5;0.0;"blue"
"Highland";"California";"San Bernardino";6071;34.1113;-117.1653;54939;334341;42.6;79.8;146;69;22.2;0.0;"blue"
"Highland";"Illinois";"Madison";17119;38.7606;-89.681;9830;155990;19.5;82.8;95;70;39.2;24.6;"red"
"Highland";"Indiana";"Lake";18089;41.5484;-87.4587;22737;170197;21.4;83.1;88;70;41.7;25.9;"blue"
"Highland";"Utah";"Utah";49049;40.4274;-111.7956;18647;517281;18.8;87.2;125;55;12.2;56.2;"red"
"Highland Beach";"Florida";"Palm Beach";12099;26.4071;-80.0665;3760;554595;49.8;90.2;101;72;54.5;0.0;"blue"
"Highland Falls";"New York";"Orange";36071;41.3644;-73.9683;3817;184411;17.9;78.5;63;71;41.8;123.8;"red"
"Highland Heights";"Kentucky";"Campbell";21037;39.0355;-84.4567;7155;112003;26.6;86.1;93;67;48.9;12.5;"red"
"Highland Heights";"Ohio";"Cuyahoga";39035;41.5518;-81.4691;8397;254711;22.6;81.9;72;68;39.1;27.5;"blue"
"Highland Park";"Illinois";"Lake";17097;42.1825;-87.8105;29641;483680;19.5;82.8;95;70;39.2;24.6;"blue"
"Highland Park";"New Jersey";"Middlesex";34023;40.5006;-74.4284;14195;316733;24.6;82.2;94;71;47.1;16.5;"blue"
"Highland Park";"Texas";"Dallas";48113;32.8311;-96.8012;9149;1339463;39.8;93.0;135;65;28.9;1.5;"blue"
"Highland Village";"Texas";"Denton";48121;33.0897;-97.0615;16624;368851;39.8;93.0;135;65;28.9;1.5;"red"
"Highlands";"North Carolina";"Macon";37113;35.0539;-83.1976;941;401117;26.0;78.0;109;67;84.5;11.8;"red"
"Highlandville";"Missouri";"Christian";29043;36.9409;-93.283;985;157988;23.2;86.6;115;67;42.2;17.0;"red"
"Highspire";"Pennsylvania";"Dauphin";42043;40.2085;-76.7851;2370;83012;21.0;81.2;87;65;42.9;28.2;"blue"
"Hightstown";"New Jersey";"Mercer";34021;40.2685;-74.525;5503;252214;24.0;83.0;94;71;46.8;22.7;"blue"
"Highwood";"Illinois";"Lake";17097;42.206;-87.8129;5324;315234;19.5;82.8;95;70;39.2;24.6;"blue"
"Hill City";"Minnesota";"Aitkin";27001;46.98;-93.596;588;115712;4.1;77.6;95;66;27.3;54.0;"red"
"Hilliard";"Ohio";"Franklin";39049;40.0348;-83.1547;34905;267921;22.6;81.9;72;68;39.1;27.5;"blue"
"Hillman";"Minnesota";"Morrison";27097;46.0077;-93.8885;37;210313;4.1;77.6;95;66;27.3;54.0;"red"
"Hillsboro";"Illinois";"Montgomery";17135;39.167;-89.4735;6071;60170;19.5;82.8;95;70;39.2;24.6;"red"
"Hillsboro";"Missouri";"Jefferson";29099;38.233;-90.567;3131;186822;23.2;86.6;115;67;42.2;17.0;"red"
"Hillsboro";"Ohio";"Highland";39071;39.2124;-83.6113;6580;82994;22.6;81.9;72;68;39.1;27.5;"red"
"Hillsboro";"Oregon";"Washington";41067;45.5289;-122.9373;105164;361484;29.0;76.7;68;72;27.4;3.0;"blue"
"Hillsboro";"Texas";"Hill";48217;32.0092;-97.1151;8362;65872;39.8;93.0;135;65;28.9;1.5;"red"
"Hillsboro Beach";"Florida";"Broward";12011;26.2838;-80.0796;2004;345350;49.8;90.2;101;72;54.5;0.0;"blue"
"Hillsborough";"California";"San Mateo";6081;37.5573;-122.3587;11431;4740650;42.6;79.8;146;69;22.2;0.0;"blue"
"Hillsborough";"North Carolina";"Orange";37135;36.068;-79.0994;6568;244988;30.9;84.8;109;67;50.3;7.6;"blue"
"Hillsdale";"Michigan";"Hillsdale";26059;41.9274;-84.6365;8167;108075;15.0;76.6;71;72;32.8;51.1;"red"
"Hillsdale";"New Jersey";"Bergen";34003;41.0074;-74.0441;10510;508449;24.6;82.2;94;71;47.1;16.5;"blue"
"Hillside";"Illinois";"Cook";17031;41.8674;-87.9019;8081;173101;19.5;82.8;95;70;39.2;24.6;"blue"
"Hillsville";"Virginia";"Carroll";51035;36.7612;-80.7371;2655;88419;28.0;84.3;100;68;44.3;10.3;"red"
"Hilton Head Island";"South Carolina";"Beaufort";45013;32.1896;-80.7499;40500;403568;41.0;87.0;115;67;50.3;0.0;"red"
"Hinckley";"Illinois";"DeKalb";17037;41.7714;-88.6397;2057;200164;19.5;82.8;95;70;39.2;24.6;"blue"
"Hindsville";"Arkansas";"Madison";5087;36.1462;-93.8623;62;187963;31.0;89.9;123;67;50.6;5.2;"red"
"Hinesville";"Georgia";"Liberty";13179;31.8269;-81.6216;33577;122073;35.8;89.0;112;68;50.7;0.7;"blue"
"Hinsdale";"Illinois";"DuPage";17043;41.8005;-87.9273;17631;1011254;19.5;82.8;95;70;39.2;24.6;"blue"
"Hinton";"Oklahoma";"Caddo";40015;35.4797;-98.3588;3263;89285;27.5;91.3;139;63;36.5;7.8;"red"
"Hiram";"Ohio";"Portage";39133;41.3113;-81.1429;1195;182621;22.6;81.9;72;68;39.1;27.5;"red"
"Hitchcock";"Texas";"Galveston";48167;29.2945;-95.025;7805;115653;39.8;93.0;135;65;28.9;1.5;"red"
"Hixton";"Wisconsin";"Jackson";55053;44.3831;-91.0153;423;107855;10.4;77.8;89;71;32.6;50.9;"red"
"Hobart";"Indiana";"Lake";18089;41.5139;-87.2728;28248;139395;19.0;81.0;88;70;41.7;25.9;"blue"
"Hobart";"Wisconsin";"Brown";55009;44.4965;-88.1602;8599;254036;10.4;77.8;89;71;32.6;50.9;"red"
"Hobbs";"New Mexico";"Lea";35025;32.7281;-103.1597;38143;179950;30.0;94.0;167;44;17.9;4.0;"red"
"Hoboken";"New Jersey";"Hudson";34017;40.7452;-74.0279;54379;788190;24.6;82.2;94;71;47.1;16.5;"blue"
"Hoffman Estates";"Illinois";"Cook";17031;42.0638;-88.1463;51738;257857;19.5;82.8;95;70;39.2;24.6;"blue"
"Hogansville";"Georgia";"Troup";13285;33.1675;-84.9028;3139;49020;35.8;89.0;112;68;50.7;0.7;"red"
"Hohenwald";"Tennessee";"Lewis";47101;35.5518;-87.5536;3678;83788;28.5;86.5;102;68;54.2;6.3;"red"
"Hokes Bluff";"Alabama";"Etowah";1055;33.9902;-85.8639;4277;113644;36.6;89.6;99;68;58.3;1.6;"red"
"Holbrook";"Arizona";"Navajo";4017;34.9044;-110.1672;5074;87108;33.0;94.8;193;39;13.6;0.3;"red"
"Holcomb";"Kansas";"Finney";20055;37.9852;-100.9943;2145;153316;20.3;88.2;128;65;28.9;14.7;"red"
"Holcomb";"Missouri";"Dunklin";29069;36.4022;-90.0249;599;62621;23.2;86.6;115;67;42.2;17.0;"red"
"Holden";"Missouri";"Johnson";29101;38.7136;-93.9895;2242;84417;23.2;86.6;115;67;42.2;17.0;"red"
"Holden Beach";"North Carolina";"Brunswick";37019;33.9116;-78.3184;644;414865;30.9;84.8;109;67;50.3;7.6;"red"
"Holdingford";"Minnesota";"Stearns";27145;45.7297;-94.4716;711;192093;4.1;77.6;95;66;27.3;54.0;"red"
"Holgate";"Ohio";"Henry";39069;41.2493;-84.1292;1094;86327;22.6;81.9;72;68;39.1;27.5;"red"
"Holladay";"Utah";"Salt Lake";49035;40.6599;-111.8226;30831;480552;18.8;87.2;125;55;12.2;56.2;"blue"
"Holland";"Indiana";"Dubois";18037;38.2462;-87.038;626;101295;21.4;83.1;88;70;41.7;25.9;"red"
"Holland";"Michigan";"Ottawa";26139;42.7676;-86.0984;33543;186794;21.0;81.0;71;72;36.8;69.9;"red"
"Holland";"Ohio";"Lucas";39095;41.619;-83.7078;1668;185557;22.6;81.9;72;68;39.1;27.5;"blue"
"Hollandale";"Wisconsin";"Iowa";55049;42.8756;-89.9342;288;347081;10.4;77.8;89;71;32.6;50.9;"blue"
"Holley";"New York";"Orleans";36073;43.2247;-78.0292;1723;89247;17.9;78.5;63;71;41.8;123.8;"red"
"Hollidaysburg";"Pennsylvania";"Blair";42013;40.4311;-78.393;5757;139739;21.0;81.2;87;65;42.9;28.2;"red"
"Hollister";"California";"San Benito";6069;36.8564;-121.3981;37833;524000;42.6;79.8;146;69;22.2;0.0;"blue"
"Hollister";"Missouri";"Taney";29213;36.6051;-93.234;4486;146696;23.2;86.6;115;67;42.2;17.0;"red"
"Hollow Rock";"Tennessee";"Carroll";47017;36.0352;-88.2738;688;49637;28.5;86.5;102;68;54.2;6.3;"red"
"Holly";"Michigan";"Oakland";26125;42.7987;-83.6233;6146;196772;15.0;76.6;71;72;32.8;51.1;"blue"
"Holly Hill";"South Carolina";"Orangeburg";45075;33.3245;-80.413;1220;51179;35.4;88.3;115;67;49.8;0.5;"blue"
"Holly Pond";"Alabama";"Cullman";1043;34.1696;-86.6125;815;116714;36.6;89.6;99;68;58.3;1.6;"red"
"Holly Ridge";"North Carolina";"Onslow";37133;34.4954;-77.5266;2255;194135;30.9;84.8;109;67;50.3;7.6;"red"
"Holly Springs";"Georgia";"Cherokee";13057;34.1678;-84.4856;11281;219738;35.8;89.0;112;68;50.7;0.7;"red"
"Holly Springs";"North Carolina";"Wake";37183;35.6544;-78.8392;33260;297581;30.9;84.8;109;67;50.3;7.6;"blue"
"Hollywood";"Florida";"Broward";12011;26.0293;-80.1679;151998;33089;49.8;90.2;101;72;54.5;0.0;"blue"
"Hollywood";"South Carolina";"Charleston";45019;32.7523;-80.2106;5084;252311;35.4;88.3;115;67;49.8;0.5;"blue"
"Hollywood Park";"Texas";"Bexar";48029;29.5995;-98.4841;3331;336978;39.8;93.0;135;65;28.9;1.5;"blue"
"Holmen";"Wisconsin";"La Crosse";55063;43.9697;-91.2686;9628;224933;10.4;77.8;89;71;32.6;50.9;"blue"
"Holmes Beach";"Florida";"Manatee";12081;27.5109;-82.7153;4285;630807;49.8;90.2;101;72;54.5;0.0;"red"
"Holt";"Missouri";"Clay";29047;39.4552;-94.3372;477;243331;23.2;86.6;115;67;42.2;17.0;"red"
"Holts Summit";"Missouri";"Callaway";29027;38.6452;-92.1149;3704;150677;23.2;86.6;115;67;42.2;17.0;"red"
"Holyoke";"Massachusetts";"Hampden";25013;42.2126;-72.6411;40280;190018;19.2;77.8;98;67;47.4;43.8;"blue"
"Homer";"Alaska";"Kenai Peninsula";2122;59.653;-151.5256;5631;279105;20.0;60.0;140;78;24.3;47.4;"red"
"Homer";"Georgia";"Banks";13011;34.335;-83.4987;1136;172216;35.8;89.0;112;68;50.7;0.7;"red"
"Homer";"Illinois";"Champaign";17019;40.0331;-87.9576;1179;103980;19.5;82.8;95;70;39.2;24.6;"blue"
"Homer";"New York";"Cortland";36023;42.6371;-76.1849;3143;134983;17.9;78.5;63;71;41.8;123.8;"red"
"Homer City";"Pennsylvania";"Indiana";42063;40.5403;-79.1597;1626;89312;21.0;81.2;87;65;42.9;28.2;"red"
"Homer Glen";"Illinois";"Will";17197;41.6043;-87.9495;24481;331428;19.5;82.8;95;70;39.2;24.6;"blue"
"Homestead";"Florida";"Miami-Dade";12086;25.4664;-80.4472;67996;206011;49.8;90.2;101;72;54.5;0.0;"blue"
"Hometown";"Illinois";"Cook";17031;41.7312;-87.7311;4298;125169;19.5;82.8;95;70;39.2;24.6;"blue"
"Homewood";"Alabama";"Jefferson";1073;33.4617;-86.8092;25613;334307;36.6;89.6;99;68;58.3;1.6;"blue"
"Homewood";"Illinois";"Cook";17031;41.5591;-87.661;19175;147984;19.5;82.8;95;70;39.2;24.6;"blue"
"Hominy";"Oklahoma";"Osage";40113;36.422;-96.3929;3495;44594;27.5;91.3;139;63;36.5;7.8;"red"
"Honea Path";"South Carolina";"Anderson";45007;34.4476;-82.3947;3747;88759;35.4;88.3;115;67;49.8;0.5;"red"
"Honeoye Falls";"New York";"Monroe";36055;42.9557;-77.5903;2820;165317;17.9;78.5;63;71;41.8;123.8;"blue"
"Honesdale";"Pennsylvania";"Wayne";42127;41.5774;-75.2524;4180;118916;21.0;81.2;87;65;42.9;28.2;"red"
"Honey Brook";"Pennsylvania";"Chester";42029;40.0937;-75.9111;1746;264376;21.0;81.2;87;65;42.9;28.2;"blue"
"Honor";"Michigan";"Benzie";26019;44.6666;-86.0201;327;153526;15.0;76.6;71;72;32.8;51.1;"red"
"Hood River";"Oregon";"Hood River";41027;45.7092;-121.526;7702;427645;30.0;79.0;68;72;31.3;24.3;"blue"
"Hooper";"Nebraska";"Dodge";31053;41.6117;-96.5486;834;110096;14.8;85.2;117;67;23.6;25.9;"red"
"Hooper";"Utah";"Weber";49057;41.1598;-112.287;8466;358513;18.8;87.2;125;55;12.2;56.2;"red"
"Hoopeston";"Illinois";"Vermilion";17183;40.4609;-87.6636;5140;44777;19.5;82.8;95;70;39.2;24.6;"red"
"Hoover";"Alabama";"Jefferson";1073;33.3761;-86.8065;84978;274230;36.6;89.6;99;68;58.3;1.6;"blue"
"Hopatcong";"New Jersey";"Sussex";34037;40.9541;-74.6592;14384;205586;24.6;82.2;94;71;47.1;16.5;"red"
"Hope";"Indiana";"Bartholomew";18005;39.2993;-85.766;2158;105971;21.4;83.1;88;70;41.7;25.9;"red"
"Hope Mills";"North Carolina";"Cumberland";37051;34.9696;-78.9581;16227;127830;30.9;84.8;109;67;50.3;7.6;"blue"
"Hopedale";"Illinois";"Tazewell";17179;40.422;-89.4212;836;120582;19.5;82.8;95;70;39.2;24.6;"red"
"Hopewell";"New Jersey";"Mercer";34021;40.3889;-74.7638;1926;156373;24.6;82.2;94;71;47.1;16.5;"blue"
"Hopewell";"Pennsylvania";"Bedford";42009;40.1345;-78.2665;244;179671;21.0;81.2;87;65;42.9;28.2;"red"
"Hopewell";"Virginia";"Hopewell (city)";51670;37.2914;-77.2985;22735;110952;28.0;84.3;100;68;44.3;10.3;"blue"
"Hopkins";"Michigan";"Allegan";26005;42.6251;-85.7633;609;161191;15.0;76.6;71;72;32.8;51.1;"red"
"Hopkins";"Minnesota";"Hennepin";27053;44.9259;-93.4058;18105;244684;4.1;77.6;95;66;27.3;54.0;"blue"
"Hopkinsville";"Kentucky";"Christian";21047;36.8388;-87.4789;31811;103430;27.0;88.0;93;67;51.1;7.0;"red"
"Hopkinton";"Iowa";"Delaware";19055;42.3431;-91.2487;610;148989;13.5;82.8;105;67;34.0;34.9;"red"
"Horace";"North Dakota";"Cass";38017;46.7558;-96.9072;2652;312676;3.1;79.7;93;65;17.8;51.2;"red"
"Horicon";"Wisconsin";"Dodge";55027;43.4448;-88.638;3656;132736;10.4;77.8;89;71;32.6;50.9;"red"
"Horizon City";"Texas";"El Paso";48141;31.6799;-106.1903;19266;119751;39.8;93.0;135;65;28.9;1.5;"blue"
"Horn Lake";"Mississippi";"DeSoto";28033;34.9512;-90.0501;27042;95640;36.3;89.9;111;72;59.0;0.9;"red"
"Hornell";"New York";"Steuben";36101;42.3258;-77.6605;8264;56141;17.9;78.5;63;71;41.8;123.8;"red"
"Horseheads";"New York";"Chemung";36015;42.1689;-76.8299;6541;136998;17.9;78.5;63;71;41.8;123.8;"red"
"Horseshoe Bay";"Texas";"Llano";48299;30.5406;-98.3785;3689;373436;39.8;93.0;135;65;28.9;1.5;"red"
"Horseshoe Bend";"Idaho";"Boise";16015;43.9165;-116.2004;692;213275;17.2;81.6;120;54;18.9;19.2;"red"
"Hortonville";"Wisconsin";"Outagamie";55087;44.3365;-88.6362;2734;154513;10.4;77.8;89;71;32.6;50.9;"red"
"Hoschton";"Georgia";"Jackson";13157;34.0933;-83.7617;1495;309250;35.8;89.0;112;68;50.7;0.7;"red"
"Hot Springs";"Arkansas";"Garland";5051;34.4915;-93.0488;36867;132280;33.0;92.0;123;67;55.9;2.8;"red"
"Hot Springs";"North Carolina";"Madison";37115;35.892;-82.8291;567;161384;30.9;84.8;109;67;50.3;7.6;"red"
"Hotchkiss";"Colorado";"Delta";8029;38.7991;-107.7136;916;222523;12.2;81.3;136;47;15.9;19.1;"red"
"Houma";"Louisiana";"Terrebonne";22109;29.5799;-90.7058;34024;153415;45.0;90.0;101;74;62.3;0.0;"red"
